,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites
1827,k862,45,69.29914907,4
1828,j989,45,36.13485243,1
1829,b742,45,38.93963263,0
1830,m269,45,75.12368955,1
1831,c264,45,67.94212107,2
1832,g296,45,68.16319517,4
1833,j913,45,31.56046955,1
1834,w575,45,68.40128593,3
1835,k894,45,60.75270417,4
1836,a444,45,43.04754260000001,0
1837,q633,45,70.82779631,2
1838,w914,45,36.04104736,2
1839,a401,45,66.79415599,4
1840,f545,45,73.32443228,1
1841,x402,45,61.61960615,3
1842,j365,45,64.29408493,2
1843,m601,45,28.43096411,1
1844,d251,45,37.31123552,2
1845,a492,45,60.12201052,1
1846,x401,45,28.48403281,0
1847,p136,45,63.48869678,2
1848,c559,45,61.84005842,4
1849,s185,45,23.34359787,1
1850,i738,45,37.31184577,2
1851,i901,45,65.34181087,0
1852,c757,45,69.04284082,3
1853,t724,45,75.11328801,2
1854,s710,45,40.72857787,1
1855,x581,45,64.63494887,3
1856,a275,45,62.99935619,3
1857,a520,45,38.81036633,1
1858,k210,45,68.92318457,3
1859,j119,45,38.125164399999996,1
1860,y478,45,66.84263453,1
1861,l725,45,76.66881742,3
1862,x822,45,61.38666032,3
1863,l700,45,63.94664044,1
1864,l733,45,64.29983003,1
1865,n304,45,63.58639514,4
1866,o795,45,73.05945435,4
1867,u196,45,40.66771292,3
1868,r604,45,62.67075904,3
1869,z969,45,73.86784476,4
1870,g791,45,29.12847181,1
1871,i635,45,58.63340414,3
1872,o287,45,59.74190064,4
1873,r701,45,69.77854407,1
1874,r811,45,37.22565033,1
1875,u327,45,66.26880133,2
1876,s565,45,72.58896447,2
1877,g570,45,70.49278763,2
1878,i557,45,47.68596303,1
1879,a644,45,32.97852192,1
1880,j755,45,69.56362076,1
1881,e213,45,63.1056963,4
1882,e584,45,68.3597767,4
1883,t718,45,63.42369517,4
1884,o562,45,72.45542116,2
1885,i177,45,33.56240217,3
1886,v991,45,70.16774899,4
1887,z795,45,65.74107029,3
1888,r944,45,41.58152074,2
1889,u364,45,31.02392294,3
1890,p438,45,61.43389223,1
1891,x773,45,58.63497149,4
1892,b879,45,72.55523894,2
